0	144	183	928	7	0.9536424	0.1647165
1	144	183	928	7	0.9536424	0.1647165
2	144	183	928	7	0.9536424	0.1647165
3	144	183	928	7	0.9536424	0.1647165
4	144	183	928	7	0.9536424	0.1647165
5	144	183	928	7	0.9536424	0.1647165
6	144	183	928	7	0.9536424	0.1647165
7	144	183	928	7	0.9536424	0.1647165
8	144	183	928	7	0.9536424	0.1647165
9	144	183	928	7	0.9536424	0.1647165
10	144	183	928	7	0.9536424	0.1647165
11	144	183	928	7	0.9536424	0.1647165
12	144	183	928	7	0.9536424	0.1647165
13	144	183	928	7	0.9536424	0.1647165
14	144	183	928	7	0.9536424	0.1647165
15	144	183	928	7	0.9536424	0.1647165
16	144	183	928	7	0.9536424	0.1647165
17	144	183	928	7	0.9536424	0.1647165
18	144	183	928	7	0.9536424	0.1647165
19	144	183	928	7	0.9536424	0.1647165
20	144	183	928	7	0.9536424	0.1647165
21	144	183	928	7	0.9536424	0.1647165
22	144	183	928	7	0.9536424	0.1647165
23	144	183	928	7	0.9536424	0.1647165
24	144	183	928	7	0.9536424	0.1647165
25	144	183	928	7	0.9536424	0.1647165
26	144	183	928	7	0.9536424	0.1647165
27	144	183	928	7	0.9536424	0.1647165
28	144	183	928	7	0.9536424	0.1647165
29	144	183	928	7	0.9536424	0.1647165
30	144	183	928	7	0.9536424	0.1647165
31	144	183	928	7	0.9536424	0.1647165
32	144	183	928	7	0.9536424	0.1647165
33	144	183	928	7	0.9536424	0.1647165
34	144	183	928	7	0.9536424	0.1647165
35	144	183	928	7	0.9536424	0.1647165
36	144	183	928	7	0.9536424	0.1647165
37	144	183	928	7	0.9536424	0.1647165
38	144	183	928	7	0.9536424	0.1647165
39	144	183	928	7	0.9536424	0.1647165
40	144	183	928	7	0.9536424	0.1647165
41	144	183	928	7	0.9536424	0.1647165
42	144	183	928	7	0.9536424	0.1647165
43	144	183	928	7	0.9536424	0.1647165
44	144	183	928	7	0.9536424	0.1647165
45	144	183	928	7	0.9536424	0.1647165
46	144	183	928	7	0.9536424	0.1647165
47	144	183	928	7	0.9536424	0.1647165
48	144	183	928	7	0.9536424	0.1647165
49	144	183	928	7	0.9536424	0.1647165
50	144	183	928	7	0.9536424	0.1647165
51	144	183	928	7	0.9536424	0.1647165
52	144	183	928	7	0.9536424	0.1647165
53	144	183	928	7	0.9536424	0.1647165
